"","date_data_unlist","auteur_data_unlist","titre_data_unlist","resume_data_unlist"
"114","Avril 2010","Maissa Bey","Puisque mon cœur est mort"," Littérature - Roman - 11 x 20 - 188p..Aïda, quarante-huit ans, divorcée, est maintenant orpheline de son fils : Nadir a été assassiné un soir qu’il rentrait chez lui. Confrontée à l’insupportable, elle mène son enquête et pour ne pas perdre la raison, elle lui écrit chaque jour dans des cahiers d’écolier. A travers ce dialogue solitaire, elle avance peu à peu vers son destin, déterminée, étrangement libérée, presque sans peur désormais. Dans ce nouveau texte aux accents de tragédie antique et tendu par un efficace suspens, l’écriture de Maïssa Bey – nourrie de l’actualité douloureuse du pays, mais tout en justesse et en pudeur-, gagne en intensité."
"115","Février 2010","Abdelkader Djemai","Abdelkader Djemaï, Trois Romans  "," Littérature - Roman - 15 x 23.5 - 216p..Cet ouvrage réunit trois romans écrits par Abdelkader Djemaï entre 2002 et 2004. ils n’avaient, jusque là, jamais été publiés en Algérie. (...) ainsi, Gare du Nord décrit la vie modeste de trois vieux travailleurs Algériens à la retraite, dans un foyer près de la gare. Certes, dans Camping, qui raconte les émois d’un garçon de onze ans pendant ses vacances d’été, l’auteur retourne sur les traces de l’enfance, et campe l’Algérie du début des années 90. Mais c’est comme pour mieux revenir à l’exil, qu’on retrouve dans Le Nez sur la vitre, où un immigré, lancé dans un voyage en bus pour retrouver son fils qui ne répond plus à ses lettres, va peu à peu faire le bilan de sa vie."
"116","Janvier 2010","Amin Zaoui","La Chambre de la Vierge impure "," Littérature - Roman - 11 x 20 - 176p..A travers ce texte, Amin Zaoui chante l’amour, indissociable des femmes et des livres, la passion des histoires. Mais La chambre de la vierge impure est aussi un livre de résistance. Dans les volutes de fumée psychotrope et le vertige des sens, les récits qui s’enchâssent ont l’étrange vertu de renvoyer à l’état de fable ce qui est bien réel : une Algérie confrontée à la violence."
"117","Janvier 2010","Ryad Girod","Ravissements"," Littérature - Roman - 11 x 19 - 136p..Un jour, un homme, le narrateur, ne trouve plus ses mots. L’impitoyable sentiment de dépossession de soi-même le gagne. Perdre la parole, perdre les mots, quoi de plus tragique pour un être humain ? Avec ce court récit, Ryad Girod, dont c’est le premier livre, trouve d’emblée son style et son sujet en réussissant à nous emporter dans un pays à la fois concret et fantomatique à l’atmosphère inquiétante. Le pluriel du titre correspond bien à la polyphonie narrative, car le ravissement signifie aussi bien l’action d’enlever de force que d’être ravi, transporté par une émotion mystique ou religieuse ; mais encore l’état éprouvé dans une sorte d’extase ou d’étrangeté."
"118","Janvier 2010","Kaouther Adimi ","Des ballerines de papicha"," Littérature - Roman - 11 x 19 - 156p..Une famille, quelque part dans un quartier populaire d’Alger. L’auteur en offre une ""coupe transversale"" en donnant parole à tour de rôle à chacun de ses membres, croisant ainsi les regards, les vécus individuels, les perceptions réfractées d’un quotidien fait de promiscuité, de désoeuvrement, de mal-vie...s’en dégagent la solitude tragique des êtres et leur peine à vivre, dans la révolte et le désespoir, parfaitement rendus par la structure même de l’oeuvre..Un premier roman sensible et percutant."
"119","Décembre 2009","Mohamed Harbi ","1954, la guerre commence en Algérie"," Essai - 11 x 19 - 216p..Brossant le portrait d’un pays en ébullition, Mohamed Harbi analyse dans cet ouvrage toutes les composantes de la révolution Algérienne, des mouvements nationalistes Algériens aux groupes sociaux européens en passant par le mouvement assimilationniste. Somme passionnante et utile, ce livre se révèle indispensable pour qui veut comprendre l’origine des événements qui ont bouleversé l’Algérie."
"120","Décembre 2009","Hajar Bali","Rêve et vol d’oiseau"," Théâtre - 13 x 20 - 200p..Avec pour toile de fond l’histoire récente, et le contraste récurrent entre modernité et tradition, sans concession à la nostalgie, à l’abattement, à la résignation, Hajar Bali fait entendre une drôle de voix, concise et sans fioritures, directe et sans lamento dans ces otni (objets théâtraux non identifiés qui sont comme autant de morceaux d’une musique ""étrange et pénétrante"", où l’humour est toujours là pour tempérer le grave, la joie de vivre pour conjurer la fatalité. Le JEU est ouvert et tout est possible..Guillemette Grobon et Anne Julien"
"121","Décembre 2009","Ali Malek","Une année sans guerre"," Littérature - Roman - 11 x 19 - 176p..Le village est en émoi : le fils Ouara, l’ancien terroriste, est de retour. Tous le guettent, surtout Omar, dévoré par le désir de venger son père assassiné durant les années noires. Un bourg de Kabylie après l’amnistie, ses habitants, leur cupidité, leur arrivisme mais aussi leurs tourments... On retrouve ici  l’univers  de l’auteur, entre Saïd l’ancien moudjahid que l’insomnie ravage, Malika, seule avec son fils, aux prises avec ses désirs de femme, et tous ces jeunes, Ali, Ouali, Karim,  qui crèvent d’ennui et de frustration, à l’affût du moindre incident pour faire exploser leur mal-être.Avec son écriture sèche et poétique, pleine d’empathie pour ses personnages, Ali Malek continue à disséquer les passions humaines, à dire la perte de l’innocence et réussit encore son pari : celui de faire toucher à l’universel, un  récit « local »."
"122","Décembre 2009","Hacene Zehar","Miroir d’un fou "," Littérature - Roman - 11 x 20 - 208p..Fin des années soixante dix. Salem, un Algérien de vingt-sept ans, mène à Paris une existence tumultueuse et vagabonde, comme hallucinée. Miroir d’un fou raconte les errances de ce jeune homme attachant, désespéré, habité pourtant par la rage de vivre. Ce texte à la prose heurtée, déchirée, saisit le flux de la vie avec toute sa violence – nue, crue. Récit aux phrases syncopées tels des soubresauts – ceux de l’agonie ou de l’extase ? on pense à Kateb Yacine et à la beat Generation, à ses vertiges, ses fêlures, cette « fureur » de vivre en se consumant."
"123","Décembre 2009","Hocine Ait Ahmed","Mémoires d’un combattant"," Essai - 16 x 23 - 352p..« On sait aujourd’hui que l’idéologie ne suffit pas à mobiliser un peuple ou des élites. La mobilisation du peuple Algérien ne résultait pas de l’idéologie du PPA-MTLD mais d’autres poussées plus immédiates, plus profondes, rationnelles et irrationnelles, qui ne doivent pas échapper à la recherche proprement historique. »Hocine Aït-Ahmed« Le livre de Aït-Ahmed, qui fut, à vingt-deux ans, chef de l’OS, est le premier témoignage  d’un des neuf “chefs historiques” de 1954. Témoignage honnête et nuancé. »Gilbert Meynier "
"124","Novembre 2009","Arezki Mellal ","La Délégation officielle "," Théâtre - 13 x 20 - 176p..Trois pièces, trois univers où l’auteur, passé maître en l’art de l’absurde, se moque – et par là, dénonce – des idées reçues, des faux démocrates, du racisme, de l’hypocrisie. Entre loufoquerie et gravité, il se joue du lecteur et… de ses personnages."
"125","Novembre 2009","José Lenzini ","Les Derniers jours de la vie d’Albert Camus "," Littérature - Roman - 11 x 20 - 146p..Le 3 janvier 1960,  Albert Camus quitte Lour-marin pour rejoindre Paris en voiture. Célèbre, riche, en pleine force de l’âge, il est toutefois préoccupé par la guerre d’Algérie, tourmenté aussi par la polémique autour du prix Nobel de littérature qui lui a été attribué en 1957. Au cours du voyage, lui reviennent certains souvenirs. Soudain la voiture quitte la route. Camus est tué sur le coup. Il a quarante-sept ans."
"126","Octobre 2009",NA,"Une nation en exil"," Beau Livre - 23 x 30 - 144p..« Mais alors comment Rachid Koraïchi s’y est-il pris pour créer à partir des poèmes de Darwich ? tout simplement en ne s’y prenant pas », mais en empruntant le chemin de l’amitié, car Mahmoud Darwich, si méfiant pour sa langue, toujours aux aguets, ouvrait grandes ses portes à ceux qu’il considérait comme ses véritables amis, qui loin de vouloir se l’approprier, user et s’installer dans son œuvre, y voyaient la belle possibilité de résonnances, d’échos se répercutant dans ses propres vallées.Rachid fut l’un de ses amis qui jamais n’illustra les poèmes de Mahmoud, mais y trouva une terre à partir de laquelle rejoindre la sienne propre. ».Elias Sanbar"
"127","Mai 2009","Mohamed Sahnoun","Mémoire blessée, Algérie 1957"," Essai - 11 x 20 - 240p..Arrêté en pleine bataille d’Alger en 1957,  Mohamed Sahnoun est torturé pendant plusieurs semaines dans les sous-sols de la tristement célèbre Villa Sésini, par des officiers et des parachutistes dont il a la pudeur et la générosité de ne jamais dire qu’ils étaient Français. Incarcéré pendant près de deux ans, puis sauvé et mis en sécurité par des amis et des militants eux aussi français, il nous livre, à travers ce roman un bijou de grandeur d’âme, de tolérance, de vision pour une société juste et respectueuse de chaque être humain."
"128","Mai 2009","Sadek Aïssat","Sadek Aïssat, Trois Romans  "," Littérature - Roman - 15 x 24 - 430p..Cet ouvrage réunit les trois romans écrits par Sadek Aïssat entre 1996 et 2002 : « L’année des chiens », « La cité du précipice», « Je fais comme fait dans la mer le nageur », les deux premiers n’ayant, jusque là, jamais été publiés en Algérie. Ces textes aux décors différents sont soudés par une même écriture puissante et poétique, tous traversés par une indicible tristesse – un même désir de vivre aussi. Les personnages, Boualem, D.Z., Zohra, Sien et les autres, semblent vivre dans les limbes – les quartiers de misère et de violence d’Alger (comme à la Carrière, dans « La cité du précipice ») ou les banlieues froides et grises des territoires de l’exil. Ils se laissent mourir dans de lentes, poignantes dérives solitaires. Et toujours la musique du cheikh, celle d’El Anka, lancinante présence qui hante ces trois romans magnifiques."
"129","Avril 2009","Mourad Djebel","Les Sens interdits"," Littérature - Roman - 13 x 23 - 240p..« …Ils ont failli la tuer cet après-midi avait dit Larbi – appuyant par les mots ce que toute sa personne affichait d’une manière saisissante (… son visage aux traits saillants et creusés qui d’habitude sculpté au mieux dans une matière musculaire figée et tenace qui s’appellerait  la révolte et au pire dans une autre rarement visible pourtant tout aussi tenace qui s’appellerait à la fois la rancœur et la douleur, n’exprimait plus ce soir-là que l’abattement et l’angoisse – avant que nous nous enlisions de nouveau dans le silence comme on s’enliserait lesté de plomb dans une fange lourde, pâteuse, sans fond. » M.D  Comment expliquer, et donc comprendre, un fait en apparence banal – la disparition d’une femme -, sans remonter dans le passé, démêler les fils enchevêtrés de ses propres liens avec un monde, qui se nomme ici : l’Algérie.Pour Maroued, l’amant de Yasmina qui a disparu, cette remontée dans le temps ne peut se faire que par bouffées successives qui s’engrangent, chacune, à partir d’une scène cruciale qui l’a mené au bord de la folie : le jour où, sur un pont de Constantine, avec ses amis Larbi et Nabile, se matérialisèrent l’impasse et l’abîme auxquels ils étaient promis. Plus que d’un premier roman, il s’agit ici du livre d’un écrivain vrai qui nous restitue, à travers tous les registres de la langue, la folie de l’homme dans un monde à la fois proche et lointain."
